1,3,2,3,2,2,2,1,1
2,3,4,1,9,2,2,1,1
2,3,4,8,10,2,2,2,1
2,3,4,5,9,1,1,1,1
2,3,2,8,2,1,2,2,3
3,3,2,15,5,1,1,1,1
3,3,2,7,9,2,1,1,1
3,4,2,12,5,2,2,2,1
3,4,4,10,5,2,1,1,1
3,3,2,11,9,2,2,2,1
3,3,2,7,6,2,1,2,1
3,3,2,15,9,2,1,1,1
3,3,2,3,3,1,2,1,1
3,3,2,3,4,1,1,1,1
3,4,4,15,9,1,2,2,1
3,3,4,6,9,2,1,1,2
3,3,4,10,2,2,2,2,1
3,3,4,5,9,2,1,1,1
3,3,2,3,4,2,2,2,1
3,4,2,10,5,2,1,2,1
2,3,4,2,4,1,1,1,1
2,4,2,7,2,2,1,2,1
3,4,4,14,9,2,1,1,1
3,3,2,5,9,1,2,2,1
3,3,2,3,2,2,2,2,1
3,3,2,2,4,2,1,2,1
3,3,2,7,9,2,1,1,1
3,3,2,7,5,1,1,1,1
2,3,2,3,5,1,2,2,1
3,3,2,2,9,2,1,1,1
2,3,2,3,9,1,1,1,1
2,3,2,1,9,1,1,1,1
3,3,4,11,9,1,2,1,1
3,3,2,3,9,2,1,2,1
2,4,4,11,9,2,2,1,1
3,3,1,7,9,1,1,1,1
3,4,2,3,9,2,2,2,1
2,3,4,8,9,1,2,1,1
3,3,2,11,5,2,1,1,1
3,3,2,12,9,1,1,2,3
2,3,2,15,2,1,2,2,1
3,4,4,12,5,2,2,1,1
2,4,2,12,9,2,1,1,1
2,3,4,7,9,2,1,1,1
3,3,2,10,9,1,1,2,1
2,3,2,11,9,2,2,1,1
3,3,2,12,2,1,1,2,1
3,4,2,7,9,1,2,2,1
2,3,2,3,9,1,2,1,1
3,3,4,6,9,2,1,1,1
3,3,2,11,9,2,1,2,1
2,4,2,14,1,1,2,1,1
2,3,2,12,9,2,1,1,1
3,4,2,10,5,1,1,2,1
3,3,2,10,9,2,2,1,1
2,3,2,4,9,2,2,1,1
3,3,4,3,9,2,2,2,1
3,4,2,7,9,1,2,1,1
3,3,2,3,10,1,1,2,1
3,4,4,3,9,2,2,1,1
3,3,2,10,5,2,1,1,1
3,3,2,14,5,2,1,1,1
3,3,2,3,5,1,2,2,1
2,3,4,3,5,2,2,1,1
3,3,1,3,9,2,2,2,1
3,3,4,12,9,1,1,2,1
2,3,2,5,9,1,1,1,1
2,4,2,15,9,2,1,1,1
2,3,2,12,5,1,1,1,1
2,3,2,14,9,1,2,1,1
2,4,2,10,5,2,2,2,1
3,4,2,8,4,1,1,1,1
3,4,4,2,9,2,2,1,1
3,3,2,8,9,1,1,2,1
3,3,2,8,2,2,1,2,1
3,4,2,8,9,2,1,1,3
3,3,2,7,9,2,1,2,2
2,4,2,3,9,1,1,1,3
3,3,2,14,9,1,1,2,1
3,3,2,5,6,1,1,2,1
2,3,2,3,9,1,2,1,1
2,4,2,3,9,1,1,2,1
3,3,4,3,9,1,1,1,3
3,3,4,11,9,2,2,1,1
2,3,2,6,9,1,2,1,1
3,3,2,4,9,2,2,1,1
3,3,2,4,2,2,1,2,1
3,4,2,5,9,1,1,1,1
3,4,2,15,4,1,2,1,1
3,3,4,12,5,2,2,1,1
3,4,4,5,9,1,2,1,2
2,3,2,3,9,1,1,1,1
1,3,2,4,5,2,1,1,1
3,3,2,10,4,2,1,2,1
2,3,2,3,5,1,2,1,1
2,3,4,14,9,1,1,2,1
3,3,2,10,9,1,2,1,1
3,1,2,2,4,1,1,2,1
3,3,4,4,2,1,2,1,1
3,3,2,3,9,1,2,1,1
3,3,2,14,5,1,1,1,1
3,3,2,3,2,2,1,2,1
2,3,2,14,9,2,2,1,1
3,3,4,12,2,1,2,1,1
3,3,2,12,9,2,1,1,3
3,3,2,10,9,1,2,1,1
2,3,2,6,1,2,1,2,1
2,3,2,4,9,1,2,2,1
3,3,2,7,9,1,1,1,1
3,3,2,12,9,1,1,1,1
3,3,2,12,4,2,1,2,1
2,3,2,11,9,2,2,2,1
3,3,2,2,9,2,1,2,1
3,3,2,12,9,1,2,2,1
2,3,2,14,1,1,1,1,1
3,3,2,12,2,1,2,2,1
3,4,2,10,2,2,2,1,1
3,3,4,8,2,1,1,1,1
3,3,2,8,2,2,2,2,1
3,3,2,5,4,1,2,2,3
2,3,2,15,5,1,1,2,1
2,3,2,8,9,2,1,1,1
3,3,2,15,5,1,1,2,1
3,3,2,2,9,1,2,1,1
3,3,4,14,9,2,1,2,1
2,3,2,6,9,1,1,2,1
1,3,2,14,9,1,2,2,1
3,3,2,6,9,1,1,1,1
3,3,2,2,9,1,2,1,1
3,4,2,11,4,2,1,1,1
2,3,4,10,9,1,2,1,1
3,4,2,5,9,1,1,1,1
3,3,2,4,9,2,1,1,1
3,3,2,3,5,2,1,1,1
3,3,4,10,5,2,2,1,1
3,3,2,2,5,2,1,2,1
2,3,2,12,9,2,1,2,1
3,3,4,7,9,1,1,2,1
3,3,2,10,9,2,2,2,1
2,3,2,11,5,2,1,2,1
2,4,2,14,9,2,1,1,1
2,4,2,7,9,2,2,2,1
3,3,2,10,9,1,2,2,1
3,3,4,1,4,2,2,2,1
2,3,2,14,4,2,1,1,1
3,3,2,3,9,2,1,2,1
3,1,2,12,4,1,1,1,1
3,4,2,5,9,1,2,2,1
2,3,2,6,4,2,1,1,1
2,3,2,11,9,1,1,1,1
3,4,2,8,9,2,1,1,1
2,4,2,13,9,1,2,1,1
3,3,4,14,5,2,1,2,3
3,4,2,12,10,2,2,1,3
3,3,4,11,9,2,1,2,1
2,3,2,10,9,2,2,2,1
3,4,2,12,9,2,2,2,1
3,3,2,3,9,2,1,1,1
3,3,2,2,2,2,2,2,1
2,3,2,6,5,1,2,2,1
2,3,2,14,9,1,1,1,1
3,3,2,8,4,1,1,1,1
3,3,4,8,9,2,2,1,1
3,3,2,3,4,2,1,1,1
3,3,2,12,2,2,1,2,1
2,3,2,7,9,1,2,1,1
3,4,2,14,1,2,2,2,1
3,4,2,8,5,2,1,1,1
2,3,4,14,9,1,1,2,1
2,3,4,15,9,1,1,1,1
3,3,2,3,2,2,2,1,3
3,3,2,8,5,2,2,1,1
3,4,2,14,9,1,1,2,1
3,3,2,12,5,2,2,1,3
2,3,2,3,9,2,1,1,1
3,3,2,3,5,1,1,1,1
3,3,2,8,9,2,1,2,1
3,4,2,8,9,2,1,1,3
2,4,2,11,9,1,1,2,1
3,4,2,2,2,2,1,1,1
3,4,4,14,9,1,1,2,1
3,3,4,3,9,2,2,2,3
3,4,2,3,4,1,2,2,1
3,3,2,7,5,2,1,2,1
3,4,2,11,5,2,1,2,1
3,3,2,12,9,2,1,1,1
3,4,4,14,5,2,2,1,1
2,4,4,7,1,2,1,2,1
3,3,2,3,8,2,2,1,1
3,3,2,12,5,1,2,2,1
3,4,2,4,9,2,2,1,1
3,3,2,12,4,2,1,2,1
3,4,2,3,9,1,1,1,1
3,3,2,3,9,2,1,1,1
3,3,4,14,9,1,1,1,1
3,3,4,12,9,1,1,2,1
3,2,4,15,6,2,1,1,1
3,3,2,3,9,1,1,2,1
2,3,2,12,2,2,1,2,1
2,3,2,14,9,2,2,1,1
2,3,2,3,9,1,1,1,1
2,3,4,7,5,1,1,1,1
3,4,2,15,4,2,1,2,1
2,3,2,4,9,1,1,2,1
3,3,4,5,9,1,1,2,1
3,4,2,3,1,1,2,1,1
3,4,2,7,9,2,1,1,1
3,3,4,3,6,2,1,1,1
3,3,4,3,9,2,1,2,1
2,3,2,14,5,2,1,1,1
2,3,2,7,6,2,2,1,1
3,3,2,8,4,2,2,1,1
1,3,2,8,5,2,1,2,1
3,3,2,2,4,1,1,1,1
3,4,2,12,9,1,1,1,1
2,3,2,3,5,1,1,1,1
3,3,4,3,9,1,1,2,1
3,3,2,11,9,2,1,2,1
2,3,2,15,9,2,1,2,1
3,3,4,3,9,1,1,2,3
3,4,2,15,9,1,2,1,1
3,3,2,6,4,1,2,1,3
2,3,2,8,9,2,2,2,1
3,3,2,8,2,1,1,2,1
2,4,2,8,4,1,2,1,1
3,3,4,2,9,2,2,2,1
2,3,4,3,5,2,2,2,1
3,3,2,6,9,2,2,1,1
3,4,4,8,9,2,1,1,1
2,3,2,10,9,1,2,1,1
3,3,4,10,9,2,2,1,1
3,4,2,5,6,1,2,1,1
3,3,2,3,2,2,1,1,1
3,3,2,4,5,2,1,2,1
2,3,2,7,9,1,1,2,3
3,3,2,2,5,1,2,1,1
3,4,2,12,9,1,2,2,1
3,4,4,6,5,1,2,1,1
3,3,2,2,9,2,1,1,1
3,3,2,3,5,2,1,1,1
3,3,2,14,9,1,1,1,1
3,3,2,12,5,1,2,2,1
2,3,2,4,9,2,2,1,1
3,3,4,8,2,1,1,1,2
3,4,4,15,4,1,2,2,3
2,3,2,12,5,1,1,2,1
2,1,2,5,4,2,2,1,1
2,3,4,10,2,2,1,1,1
3,3,2,14,9,2,2,1,1
3,3,2,6,9,1,2,1,1
3,4,2,3,9,1,1,2,1
3,3,2,4,4,2,1,1,1
3,3,2,8,9,1,2,2,1
3,3,2,6,5,1,2,2,1
2,3,2,5,9,1,2,1,1
3,3,2,4,5,1,2,1,1
3,3,2,10,5,1,2,2,1
3,4,2,7,9,2,1,2,1
2,3,2,6,9,1,1,1,1
3,3,2,4,9,2,1,2,1
3,3,4,3,5,2,2,2,1
2,4,4,3,9,2,1,2,1
2,3,2,3,9,2,1,2,1
2,3,4,12,1,1,2,2,1
2,3,2,3,9,1,1,2,3
3,3,4,8,5,1,2,1,1
2,3,2,2,9,1,2,2,1
2,3,4,9,9,1,2,2,3
3,3,4,12,9,1,1,1,1
3,3,2,11,5,2,1,2,1
2,3,4,14,9,1,1,2,1
3,3,2,11,9,2,2,1,1
3,3,2,4,9,1,2,1,1
3,4,2,11,2,1,1,1,1
3,3,4,3,9,1,2,1,1
3,3,4,8,2,1,1,2,1
3,3,2,6,5,2,2,2,1
3,4,2,7,9,2,2,2,1
3,3,2,15,5,2,2,1,1
2,3,2,4,9,2,1,2,1
3,3,2,3,9,1,2,1,3
2,3,2,7,9,1,2,2,3
2,3,2,12,9,2,1,2,1
3,3,2,3,5,1,2,2,1
2,4,4,3,5,2,2,2,1
2,3,2,14,5,2,1,2,1
3,4,4,5,5,2,2,2,1
2,4,2,2,5,2,1,1,1
3,3,4,12,5,1,1,1,1
3,3,2,3,9,1,2,2,1
3,3,4,1,4,1,1,2,1
2,3,4,6,9,2,1,2,1
2,3,4,14,9,2,1,2,1
3,3,2,5,5,2,1,1,1
3,3,2,12,5,1,2,1,3
3,3,2,3,5,1,1,1,1
3,4,2,12,9,2,2,2,1
3,3,2,3,9,2,1,2,1
3,3,2,2,5,1,2,2,1
3,4,2,10,9,1,1,2,1
3,3,2,10,9,2,2,2,1
3,4,2,10,9,2,1,1,1
2,3,2,12,2,2,1,2,3
3,4,2,9,9,1,1,1,1
3,4,2,7,9,2,2,1,3
3,3,4,7,6,2,1,1,1
3,3,2,9,2,2,2,2,1
3,4,2,3,9,2,2,1,1
3,3,2,14,9,1,2,2,1
3,4,4,5,9,2,1,2,3
2,3,2,15,9,1,1,2,1
3,3,2,4,9,2,1,2,1
3,3,2,8,3,1,1,2,3
3,3,2,13,6,2,2,2,1
3,3,2,2,9,1,1,2,1
3,3,2,3,5,1,2,2,1
2,3,2,3,4,1,1,1,1
3,3,2,2,5,1,2,1,1
3,3,2,2,5,2,2,2,3
2,3,2,4,5,1,1,1,1
2,3,2,3,5,2,1,1,1
3,3,4,14,9,2,1,1,1
3,3,2,11,9,2,2,1,1
1,3,2,7,9,1,1,1,1
3,3,2,2,5,1,2,1,1
3,3,2,8,9,2,1,2,1
3,3,2,11,9,2,1,2,1
3,3,2,10,5,1,2,2,1
3,3,4,12,9,1,2,1,1
3,4,4,11,5,2,1,1,1
3,3,2,10,5,1,1,2,1
2,3,4,12,9,1,1,2,1
2,3,2,10,5,1,1,1,1
3,4,4,3,9,2,2,1,1
3,3,2,8,9,2,1,1,1
3,3,2,12,9,2,1,1,1
3,3,2,8,2,2,1,2,1
3,4,4,11,9,2,2,1,1
3,3,2,12,9,1,2,2,1
2,3,2,3,9,2,2,1,1
3,3,2,15,9,2,1,1,1
2,3,4,11,9,1,1,1,1
3,4,2,8,9,1,2,1,1
3,3,2,11,9,1,1,1,3
3,3,4,8,9,2,2,2,1
3,3,2,15,9,1,1,1,1
2,3,2,9,9,2,2,2,1
3,3,2,9,5,2,2,2,1
2,3,2,12,9,1,1,1,1
3,4,4,14,9,2,2,1,1
3,3,2,3,9,1,2,1,1
2,3,2,15,9,1,2,2,1
2,4,2,11,4,2,1,2,1
3,3,2,3,9,2,2,2,1
3,3,2,11,9,2,2,2,1
3,3,2,3,9,2,2,1,1
2,3,2,12,4,1,2,2,1
3,3,4,12,9,2,1,1,1
3,3,2,1,9,2,1,2,1
3,3,4,15,9,1,2,1,1
3,3,2,3,4,2,1,2,1
3,4,2,2,9,2,2,1,1
2,3,4,14,5,2,1,1,1
3,3,2,2,2,2,1,1,1
3,4,2,11,9,1,1,1,1
2,3,4,3,9,1,1,2,1
3,3,4,3,9,2,1,1,1
3,3,2,8,9,1,2,1,1
3,3,4,10,9,1,2,1,1
2,4,4,7,5,1,2,2,1
2,4,2,12,5,2,1,1,1
2,4,2,7,9,2,2,1,1
3,3,2,14,5,2,2,2,1
3,3,2,6,9,1,2,1,1
2,4,4,7,9,2,2,1,1
3,4,2,2,9,1,2,2,1
3,4,4,10,2,1,1,2,1
3,4,2,4,9,2,1,1,1
2,3,2,14,9,1,1,2,1
3,4,2,12,2,1,1,1,1
3,3,4,14,9,1,2,1,1
3,4,2,2,2,1,2,1,1
2,3,2,1,9,2,1,1,1
1,3,4,15,5,1,1,1,1
3,4,2,12,9,2,1,1,1
3,4,2,12,9,1,1,1,1
3,3,2,4,9,1,1,1,1
3,3,2,11,5,1,1,2,1
3,3,2,3,2,1,1,2,1
3,3,2,12,9,1,1,1,1
2,3,2,15,2,1,1,1,1
2,3,4,2,9,2,1,1,1
2,4,4,3,9,2,2,2,1
3,3,2,10,5,1,2,1,1
3,3,2,3,9,2,2,2,1
3,4,2,5,9,2,1,1,1
3,3,2,5,5,1,1,2,3
3,4,2,2,9,2,2,1,1
3,3,2,15,9,1,1,1,1
3,3,2,3,5,2,1,1,1
3,3,2,3,4,1,1,1,1
2,3,2,4,2,1,2,1,1
3,3,4,15,9,2,2,1,1
3,3,4,4,9,2,2,1,1
3,4,2,14,10,1,1,2,1
3,3,2,12,9,2,2,1,1
1,3,4,10,9,1,1,2,1
3,4,2,3,4,1,2,1,1
3,3,2,14,9,1,1,2,1
3,3,2,8,9,1,1,2,1
2,4,2,11,4,1,2,1,1
3,3,2,4,2,2,1,1,1
2,4,4,12,2,2,2,2,3
3,3,2,4,1,2,2,1,1
3,3,2,14,9,2,1,2,1
2,4,2,12,9,1,2,1,1
3,3,4,7,9,2,2,1,1
3,3,2,2,9,2,1,2,1
3,3,4,8,9,2,2,1,1
3,4,3,3,9,2,2,1,1
3,3,2,3,5,2,2,2,1
2,4,2,2,9,2,2,1,1
3,3,4,3,9,2,1,2,1
3,4,2,14,9,1,2,1,1
2,3,2,10,9,2,1,1,3
3,3,4,2,9,2,2,2,1
3,3,2,3,9,1,1,2,2
3,4,4,4,9,2,1,1,1
3,3,2,3,2,2,1,2,1
3,4,2,3,5,1,2,1,3
2,3,2,11,9,1,2,1,1
3,3,2,8,9,2,2,2,1
3,3,2,12,9,2,1,1,1
3,3,2,3,5,1,1,1,3
2,4,2,12,9,1,1,1,1
3,3,3,14,9,1,1,1,1
2,4,2,3,9,1,1,1,3
2,3,2,3,9,2,2,1,1
3,3,2,15,5,2,1,1,1
3,3,2,3,9,1,1,1,1
2,3,2,2,9,2,1,1,1
3,3,2,15,9,2,2,2,3
3,3,2,3,9,1,1,1,1
2,1,4,4,5,2,2,2,1
3,3,2,7,9,1,2,1,1
1,3,2,10,9,2,1,2,1
3,4,2,3,5,1,1,2,1
3,3,2,3,9,2,1,2,2
2,3,2,5,9,2,1,1,3
2,3,2,6,9,2,1,2,1
2,3,2,2,9,1,1,2,1
2,3,2,15,9,1,1,1,1
3,3,2,6,2,2,2,2,1
3,3,2,14,9,1,1,2,1
3,3,2,13,9,1,2,2,1
2,3,2,14,1,2,1,2,1
3,3,4,15,2,2,1,2,1
2,3,4,3,9,2,1,2,1
2,3,2,10,2,2,1,1,1
2,4,4,2,9,2,1,1,1
3,3,2,11,9,2,2,1,1
3,4,2,4,5,1,1,1,3
3,3,2,1,9,2,2,1,1
3,3,2,8,9,1,1,1,1
2,3,2,11,9,2,1,1,1
2,3,2,10,9,1,1,2,1
3,3,2,3,9,2,2,1,1
3,3,2,7,4,1,1,1,1
2,3,2,4,9,2,1,1,1
3,3,2,3,9,1,1,1,1
2,3,2,12,9,2,1,2,1
3,4,2,5,5,2,1,2,1
3,3,2,5,5,1,1,2,1
3,3,2,6,9,1,2,1,1
2,3,4,11,9,2,2,1,1
2,4,2,6,9,2,1,1,1
3,3,2,8,5,1,1,1,1
3,3,2,12,9,2,1,2,1
3,3,4,14,2,1,2,2,1
3,3,2,3,9,1,2,2,1
3,4,4,4,5,2,2,2,1
3,3,2,3,9,1,1,2,1
3,3,2,3,9,2,2,2,1
2,3,2,14,9,2,2,2,1
3,3,4,7,5,1,1,2,1
2,3,2,8,9,1,1,2,1
2,3,4,3,5,2,1,2,1
3,3,2,8,9,1,1,2,3
2,3,4,9,3,1,1,2,1
2,3,2,15,5,2,2,1,1
3,3,2,14,5,1,2,1,3
3,3,2,8,9,2,1,1,1
3,3,2,3,5,1,2,2,1
2,3,2,3,9,1,1,1,3
3,4,2,7,7,2,1,2,1
2,3,2,12,10,1,2,2,1
3,3,4,5,9,2,1,2,1
3,3,2,15,3,2,1,2,3
3,3,2,7,5,2,1,1,1
3,3,4,14,9,2,2,1,1
